shopName,shopAddress,shopPhone,licencePics,poiQualificationInfoUrl,poiQualificationInfo
安四烧烤王(七里铺店）,延安市宝塔区南大街115号红红面馆,['09112494288'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1066583293635710
小郭烧烤,宝塔区宝塔山街道办事处东关街百姓家园巷内,['15909218886'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=906363833678952
小祖宗的饭,凤凰山街道办事处北关街道社区师范路6号铺15号,['15353992291'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1087615748494596
周先生的饭（铁板炒饭）,朝天门院内二楼,"['13669118688', '13038563390']",[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=976633793599121
华莱士炸鸡汉堡（延安文化沟店）,陕西省延安市文化沟沟口畜牧站家属院102号门面房,['0911-2389889'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=892478204404261
火吧一族（聚会餐厅店）,陕西省延安市宝塔区中心街治平大厦五楼,['0911-2213222'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=976307376095000
虾座,陕西省延安市宝塔区凤凰山街道办事处凤凰山社区万达广场6楼0013号,['15309117737'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1006372147161449
外婆印象（延安店）,中心街中际二楼,['09112181666'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050494346154760
正新鸡排（官方直营延安店）,陕西省延安市宝塔区大东门十字路口,['15109232518'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1008781623775135
麻辣空间（虎头园店）,陕西省延安市宝塔区柳林镇虎头园,['15891519158'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=998976213433897
网红串串凉沾沾,宝塔区柳林镇南城一品16号楼20号门面房,['15229696931'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=848020997910054
烤肉拌饭（燕沟店）,柳林镇紫玉南山门面房114号,['13468879478'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1064495939542318
薯乐堡,陕西省延安市宝塔区柳林镇燕沟紫玉南山门面房4-17,['13891173654'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1094260062933492
北方大妈饺子馆,陕西省延安市宝塔区七里铺二庄科看守所路,['17809111852'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1012097338559671
美冒新派麻辣烫（凤凰广场店）,陕西省延安市宝塔区凤凰山街道办事处凤凰山社区凤凰广场南楼A区5楼,"['17634336131', '17729113733', '17791158569']",[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1063709960551448
子长龙虎山凉汤沾沾,宝塔区二道街生产资料公司院内,['18091179476'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=972764028030284
