shopName,shopAddress,shopPhone,licencePics,poiQualificationInfoUrl,poiQualificationInfo
卓AzCake,航城街道吴航路368-370号,['18606069850'],"['http://p0.meituan.net/waimaipoi/93bd84d7cc1da620a9c5af9fbae05895116544.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/04cb11c2f082405ed66b99b72df4e2b8219119.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1089449699514108
鲜芋仙（长山湖店）,航城街道广场路39号长山湖购物广场1F-23,['059128987776'],['http://p1.meituan.net/xianfu/c7edd685dcb9a8bf2e18f120924b00b1133954.jpg@900w_600h_1e_1c'],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1042119159906449
9班烤场(烧烤•冰饭),会堂路332号,['15005953767'],"['http://p0.meituan.net/waimaipoi/ea2e55e97896c3022e454fc494b9d739132154.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/c8294b6e33e41dde5d41878a0362b5e1222657.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1032283684835824
饭冰冰冰饭,福建省福州市长乐市吴航镇航辉花园郑和路6号店,"['18650793532', '15880422284']","['http://p1.meituan.net/xianfu/c10042f352aca1bac3da5e9e102d8b0189912.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/1d989fd83dada3e77f431028bc8af62f222364.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932206651848008
蚝门酒舍（会堂店）,福建省福州市长乐区航城街道会堂路141、143号,['18705072001'],"['http://p0.meituan.net/waimaipoi/9491a8b86ed453bc117b26a6ea731e5e226522.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/dbdeb4dd2cdfb8a755e4fd7596d11944262380.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=912020305575067
芝根芝底（长乐会堂店）,福建省福州市长乐市航城街道航建小区15号店面,"['059128801297', '18659157594']","['http://p1.meituan.net/xianfu/3ea27a09cbee4679b1bf84ac7b3b5e4f338898.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/xianfu/70ddccf553d94b398c2fbc96a3318661417765.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=921258780225479
玛格利塔现烤披萨（吴航店）,福建省长乐市会堂路188号吴航永辉一层店面,['0591-28791779'],"['http://p1.meituan.net/xianfu/7941f30200d38c87248f4a700425ed00164485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/7ee96d9e1d41a60d82d9ffd91de1a7c9371816.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=853595865438073
董小宛牛焖饭,福建省福州市长乐市吴航街道文学路2号11座第15间店面,['18767706157'],"['http://p1.meituan.net/waimaipoi/c0aea992b0bbeca386ee6b61729d3a39132238.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/e62a536ac90401dcd62b6f6517548534173993.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=964032359503974
零零基（一家专门做炸鸡的店）,福建省福州市长乐市吴航街道西洋中路110号国际明珠23号店面,['15860826282'],"['http://p0.meituan.net/waimaipoi/d98b292a23b1294c9ce9ce98edca8cd949289.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/b28a6c3fac56414e120411163038a983214983.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932820832193727
1點點（长乐1中店）,福州市长乐市培青路13号,['059128888733'],"['http://p1.meituan.net/xianfu/55453422301de407021ea72960a022ba117430.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/43dd16052231b32d87dabfb9b08b28a0272979.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=980821386700331
马金龙清真麻辣烫（长山湖店）,福建省福州市长乐区航城街道吴航路800号龙团公寓（城市之春）6幢10、11号店面,['15080065606'],"['http://p1.meituan.net/xianfu/4610a7ed79de803453f7add48aaa5306126922.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/2f8d81f4f10f3056f681a66e3597d75e255847.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=884382190996733
林氏味绝（长乐店）,长乐区吴航街道十洋村奎桥新村（地号：（45）－68）,['18759100260'],"['http://p0.meituan.net/xianfu/420973490c02cf24bf34db2a8ea37f22131829.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/ac079e9abac187a2608433cdb1aad5d8145197.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1118152965956331
85度C（长山湖店FZ017）,福建省福州市长乐市长乐长山湖购物广场1楼,"['059128819085', '15860816509']","['http://p0.meituan.net/waimaipoi/6c70f1779d372453d7d710b24d1aff10123766.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/dc6089c8a39434457dc26ebfc8656518247625.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=907403215732013
肯德基宅急送（长山湖店）,长乐市航城街道龙门村长山湖广场一、二层,['4009208801'],"['http://p1.meituan.net/waimaipoi/a843e9afe8a9bab1b84d4228f6a6fa00168708.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/ef562285a72c1bc03459ad50ab2fb44a157482.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=998941853685704
德克士（长乐餐厅）,吴航街道惠航大厦一楼,['059128887372'],"['http://p0.meituan.net/xianfu/a0f3a2ae3ed7e0e55da825370caa75af47021.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/e5175d6167993550d218900e64b45427276783.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=923260234983220
1點點(长山湖店),福州市长乐市吴航路800号,['059128888311'],"['http://p0.meituan.net/xianfu/64dcce470a66d2b4dd13f0a80bc454c8113893.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fc8d720276f4cb7d76642a67afd758e0134127.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=924308206991259
华莱士（长乐长山湖店）,福建省福州市长乐区航城街道吴航路800-6号,['15980511848'],"['http://p1.meituan.net/waimaipoi/5a67d2c1b55fc38f52b63419ba4d8b4498373.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/4ad584dfa1848824ab4d968db46dfea2216434.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1110804276953451
MissChen韩国炸鸡,福建省福州市长乐市航城街道吴航路1000号皇庭丹郡13幢2层S69店面,"['15880129210', '13818803872']","['http://p1.meituan.net/xianfu/257b14d6ddbc44a8367e4d92cb734ca282339.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fee0d9db1664cf00b224dfc2d7ad3dda342461.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=901192693046966
鲜芋仙（长山湖店）,航城街道广场路39号长山湖购物广场1F-23,['059128987776'],['http://p1.meituan.net/xianfu/c7edd685dcb9a8bf2e18f120924b00b1133954.jpg@900w_600h_1e_1c'],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1042119159906449
三只鱼石锅鱼餐馆,航城街道罗马花园40#楼46-47号店,['18860137675'],"['http://p1.meituan.net/xianfu/998f6f6c284861b69d1c5848f0f7b704132885.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/20e9d4f9f6d123dad9049198b5719761141899.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050550180765782
蒸鸡先生,福建省福州市长乐区吴航街道华达花园1幢110号、111号,['15960190321'],"['http://p1.meituan.net/waimaipoi/41e9b5f352c589d1271c9401febf847a104453.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/5f520c15fb586d295f7b74ef360a2d7a195561.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1089011612864063
马金龙清真麻辣烫（长山湖店）,福建省福州市长乐区航城街道吴航路800号龙团公寓（城市之春）6幢10、11号店面,['15080065606'],"['http://p1.meituan.net/xianfu/4610a7ed79de803453f7add48aaa5306126922.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/2f8d81f4f10f3056f681a66e3597d75e255847.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=884382190996733
9班烤场(烧烤•冰饭),会堂路332号,['15005953767'],"['http://p0.meituan.net/waimaipoi/ea2e55e97896c3022e454fc494b9d739132154.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/c8294b6e33e41dde5d41878a0362b5e1222657.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1032283684835824
85度C（长山湖店FZ017）,福建省福州市长乐市长乐长山湖购物广场1楼,"['059128819085', '15860816509']","['http://p0.meituan.net/waimaipoi/6c70f1779d372453d7d710b24d1aff10123766.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/dc6089c8a39434457dc26ebfc8656518247625.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=907403215732013
清风食堂,福建省福州市长乐区吴航街道郑和中路312号,['0591-28613188'],"['http://p1.meituan.net/waimaipoi/d295ef1417b5ac57b2da2320d69f2b2345361.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/bc5a3909a516ecacffe4c50d16734715145878.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1008768738892935
凉凉冰饭烧烤,福建省福州市长乐市航城街道龙门村龙景路新村一区一排1号-1间店面,['18259177520'],"['http://p0.meituan.net/xianfu/4fc9457dfd5d8097563609faf281010455485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/6b56bf381857771b8f0495fae4a1fff1216374.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=993628979167201
芝根芝底（长乐会堂店）,福建省福州市长乐市航城街道航建小区15号店面,"['059128801297', '18659157594']","['http://p1.meituan.net/xianfu/3ea27a09cbee4679b1bf84ac7b3b5e4f338898.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/xianfu/70ddccf553d94b398c2fbc96a3318661417765.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=921258780225479
饭冰冰冰饭,福建省福州市长乐市吴航镇航辉花园郑和路6号店,"['18650793532', '15880422284']","['http://p1.meituan.net/xianfu/c10042f352aca1bac3da5e9e102d8b0189912.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/1d989fd83dada3e77f431028bc8af62f222364.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932206651848008
董小宛牛焖饭,福建省福州市长乐市吴航街道文学路2号11座第15间店面,['18767706157'],"['http://p1.meituan.net/waimaipoi/c0aea992b0bbeca386ee6b61729d3a39132238.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/e62a536ac90401dcd62b6f6517548534173993.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=964032359503974
1點點（长乐1中店）,福州市长乐市培青路13号,['059128888733'],"['http://p1.meituan.net/xianfu/55453422301de407021ea72960a022ba117430.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/43dd16052231b32d87dabfb9b08b28a0272979.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=980821386700331
玛格利塔现烤披萨（吴航店）,福建省长乐市会堂路188号吴航永辉一层店面,['0591-28791779'],"['http://p1.meituan.net/xianfu/7941f30200d38c87248f4a700425ed00164485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/7ee96d9e1d41a60d82d9ffd91de1a7c9371816.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=853595865438073
零零基（一家专门做炸鸡的店）,福建省福州市长乐市吴航街道西洋中路110号国际明珠23号店面,['15860826282'],"['http://p0.meituan.net/waimaipoi/d98b292a23b1294c9ce9ce98edca8cd949289.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/b28a6c3fac56414e120411163038a983214983.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932820832193727
林氏味绝（长乐店）,长乐区吴航街道十洋村奎桥新村（地号：（45）－68）,['18759100260'],"['http://p0.meituan.net/xianfu/420973490c02cf24bf34db2a8ea37f22131829.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/ac079e9abac187a2608433cdb1aad5d8145197.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1118152965956331
肯德基宅急送（长山湖店）,长乐市航城街道龙门村长山湖广场一、二层,['4009208801'],"['http://p1.meituan.net/waimaipoi/a843e9afe8a9bab1b84d4228f6a6fa00168708.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/ef562285a72c1bc03459ad50ab2fb44a157482.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=998941853685704
1點點(长山湖店),福州市长乐市吴航路800号,['059128888311'],"['http://p0.meituan.net/xianfu/64dcce470a66d2b4dd13f0a80bc454c8113893.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fc8d720276f4cb7d76642a67afd758e0134127.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=924308206991259
华莱士（长乐长山湖店）,福建省福州市长乐区航城街道吴航路800-6号,['15980511848'],"['http://p1.meituan.net/waimaipoi/5a67d2c1b55fc38f52b63419ba4d8b4498373.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/4ad584dfa1848824ab4d968db46dfea2216434.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1110804276953451
木炭先生(永荣店),福建省福州市长乐区航城街道广场南路888-54号、211室、212室,['18559137277'],"['http://p0.meituan.net/waimaipoi/185a1058e8eebd87c1be604dc7be2e57232234.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/f0d28ff184b8115073df36755d2ca7c2238961.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1057443603248338
MissChen韩国炸鸡,福建省福州市长乐市航城街道吴航路1000号皇庭丹郡13幢2层S69店面,"['15880129210', '13818803872']","['http://p1.meituan.net/xianfu/257b14d6ddbc44a8367e4d92cb734ca282339.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fee0d9db1664cf00b224dfc2d7ad3dda342461.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=901192693046966
三只鱼石锅鱼餐馆,航城街道罗马花园40#楼46-47号店,['18860137675'],"['http://p1.meituan.net/xianfu/998f6f6c284861b69d1c5848f0f7b704132885.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/20e9d4f9f6d123dad9049198b5719761141899.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050550180765782
马金龙清真麻辣烫（长山湖店）,福建省福州市长乐区航城街道吴航路800号龙团公寓（城市之春）6幢10、11号店面,['15080065606'],"['http://p1.meituan.net/xianfu/4610a7ed79de803453f7add48aaa5306126922.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/2f8d81f4f10f3056f681a66e3597d75e255847.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=884382190996733
卓AzCake,航城街道吴航路368-370号,['18606069850'],"['http://p0.meituan.net/waimaipoi/93bd84d7cc1da620a9c5af9fbae05895116544.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/04cb11c2f082405ed66b99b72df4e2b8219119.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1089449699514108
鲜芋仙（长山湖店）,航城街道广场路39号长山湖购物广场1F-23,['059128987776'],['http://p1.meituan.net/xianfu/c7edd685dcb9a8bf2e18f120924b00b1133954.jpg@900w_600h_1e_1c'],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1042119159906449
凉凉冰饭烧烤,福建省福州市长乐市航城街道龙门村龙景路新村一区一排1号-1间店面,['18259177520'],"['http://p0.meituan.net/xianfu/4fc9457dfd5d8097563609faf281010455485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/6b56bf381857771b8f0495fae4a1fff1216374.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=993628979167201
饭冰冰冰饭,福建省福州市长乐市吴航镇航辉花园郑和路6号店,"['18650793532', '15880422284']","['http://p1.meituan.net/xianfu/c10042f352aca1bac3da5e9e102d8b0189912.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/1d989fd83dada3e77f431028bc8af62f222364.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932206651848008
蒸鸡先生,福建省福州市长乐区吴航街道华达花园1幢110号、111号,['15960190321'],"['http://p1.meituan.net/waimaipoi/41e9b5f352c589d1271c9401febf847a104453.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/5f520c15fb586d295f7b74ef360a2d7a195561.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1089011612864063
85度C（长山湖店FZ017）,福建省福州市长乐市长乐长山湖购物广场1楼,"['059128819085', '15860816509']","['http://p0.meituan.net/waimaipoi/6c70f1779d372453d7d710b24d1aff10123766.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/dc6089c8a39434457dc26ebfc8656518247625.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=907403215732013
沙县主题小吃（阳光店）,长乐市航城街道阳光花园1#5#楼6号店,['18060576322'],"['http://p1.meituan.net/waimaipoi/64ac001597be429148d597189fc9bfa5103002.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/2989d7cc2f906ace441a5e3d1ef8dbcf220201.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=954089510249978
古仔捞化（古仔牛肉坊）,福建省福州市长乐市航城街道凯升小区4-10号店,['13599951869'],"['http://p1.meituan.net/waimaipoi/6847a5b0f13a794702f882abc99cc905101263.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/eab15874b85fa9cccfd85a410f875e48227655.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1114085631932699
芋时代（永荣店）,福建省福州市长乐区航城街道广场南路888-63号,['19942994222'],"['http://p1.meituan.net/waimaipoi/bde1c7d866de90205c00210b8f16f7ef105066.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/9553051e8f69bc3c4a73e2b24402181a158992.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1027945767868483
炭先生(烧烤炭烧生蚝),福建省福州市长乐市航城街道下朱村青云花园3号店面,['15985739754'],"['http://p1.meituan.net/xianfu/50d094bd188c6dcafdbddd8c6d56d174203110.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/cc05e0412d0a97e255e4193d73c71f78217331.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1121911062392221
凉皮先生（长乐店）,长乐市航城街道阳光花园一区3栋15号店面,['15394408016'],"['http://p0.meituan.net/xianfu/e041e17735f2d22455af962329962c25104987.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/09805ce9ec2a6b05808ed49eb15017b9123115.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=903103953481023
快乐番薯（长乐长山湖店）,长山湖广场地上F2层2071F2F0002-A号,['15280179306'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1006964852617783
水煮鱼一号,福建省福州市长乐区航城街道朝阳中路26-13号,['13509352327'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=899281432573603
肯德基宅急送（长山湖店）,长乐市航城街道龙门村长山湖广场一、二层,['4009208801'],"['http://p1.meituan.net/waimaipoi/a843e9afe8a9bab1b84d4228f6a6fa00168708.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/ef562285a72c1bc03459ad50ab2fb44a157482.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=998941853685704
德克士（长乐餐厅）,吴航街道惠航大厦一楼,['059128887372'],"['http://p0.meituan.net/xianfu/a0f3a2ae3ed7e0e55da825370caa75af47021.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/e5175d6167993550d218900e64b45427276783.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=923260234983220
福州麦当劳长乐DT餐厅,福州长乐航城镇西洋南路195号得来速餐厅,['4000517117'],"['http://p0.meituan.net/waimaipoi/9aa4c59632c3750f8c6c06174575066e171076.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/7db15e33b55ed73eedd8765fff50a6db397275.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1048608855492230
1點點(长山湖店),福州市长乐市吴航路800号,['059128888311'],"['http://p0.meituan.net/xianfu/64dcce470a66d2b4dd13f0a80bc454c8113893.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fc8d720276f4cb7d76642a67afd758e0134127.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=924308206991259
三只鱼石锅鱼餐馆,航城街道罗马花园40#楼46-47号店,['18860137675'],"['http://p1.meituan.net/xianfu/998f6f6c284861b69d1c5848f0f7b704132885.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/20e9d4f9f6d123dad9049198b5719761141899.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050550180765782
华莱士（长乐长山湖店）,福建省福州市长乐区航城街道吴航路800-6号,['15980511848'],"['http://p1.meituan.net/waimaipoi/5a67d2c1b55fc38f52b63419ba4d8b4498373.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/4ad584dfa1848824ab4d968db46dfea2216434.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1110804276953451
9班烤场(烧烤•冰饭),会堂路332号,['15005953767'],"['http://p0.meituan.net/waimaipoi/ea2e55e97896c3022e454fc494b9d739132154.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/c8294b6e33e41dde5d41878a0362b5e1222657.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1032283684835824
董小宛牛焖饭,福建省福州市长乐市吴航街道文学路2号11座第15间店面,['18767706157'],"['http://p1.meituan.net/waimaipoi/c0aea992b0bbeca386ee6b61729d3a39132238.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/e62a536ac90401dcd62b6f6517548534173993.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=964032359503974
MissChen韩国炸鸡,福建省福州市长乐市航城街道吴航路1000号皇庭丹郡13幢2层S69店面,"['15880129210', '13818803872']","['http://p1.meituan.net/xianfu/257b14d6ddbc44a8367e4d92cb734ca282339.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fee0d9db1664cf00b224dfc2d7ad3dda342461.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=901192693046966
鲜芋仙（长山湖店）,航城街道广场路39号长山湖购物广场1F-23,['059128987776'],['http://p1.meituan.net/xianfu/c7edd685dcb9a8bf2e18f120924b00b1133954.jpg@900w_600h_1e_1c'],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1042119159906449
芝根芝底（长乐会堂店）,福建省福州市长乐市航城街道航建小区15号店面,"['059128801297', '18659157594']","['http://p1.meituan.net/xianfu/3ea27a09cbee4679b1bf84ac7b3b5e4f338898.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/xianfu/70ddccf553d94b398c2fbc96a3318661417765.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=921258780225479
百脆鱼庄（长乐店）,西洋北路75号,['15359730675'],"['http://p0.meituan.net/waimaipoi/b0b73f78aaf0751bdd2cdc692ce48fac156073.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/68a24db2ffde35c5bb509855e6d0b3da190696.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=944000632062063
饭冰冰冰饭,福建省福州市长乐市吴航镇航辉花园郑和路6号店,"['18650793532', '15880422284']","['http://p1.meituan.net/xianfu/c10042f352aca1bac3da5e9e102d8b0189912.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/1d989fd83dada3e77f431028bc8af62f222364.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932206651848008
玛格利塔现烤披萨（吴航店）,福建省长乐市会堂路188号吴航永辉一层店面,['0591-28791779'],"['http://p1.meituan.net/xianfu/7941f30200d38c87248f4a700425ed00164485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/7ee96d9e1d41a60d82d9ffd91de1a7c9371816.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=853595865438073
零零基（一家专门做炸鸡的店）,福建省福州市长乐市吴航街道西洋中路110号国际明珠23号店面,['15860826282'],"['http://p0.meituan.net/waimaipoi/d98b292a23b1294c9ce9ce98edca8cd949289.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/b28a6c3fac56414e120411163038a983214983.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932820832193727
1點點（长乐1中店）,福州市长乐市培青路13号,['059128888733'],"['http://p1.meituan.net/xianfu/55453422301de407021ea72960a022ba117430.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/43dd16052231b32d87dabfb9b08b28a0272979.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=980821386700331
